Parameter_Value,CLm,P97m,P51m,ELm,Parameter,Source CSV,CLm_delta,P97m_delta,P51m_delta,ELm_delta,FoldChange
1.98E-05,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,0.1978
2.18E-05,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,0.2176
2.39E-05,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,0.2394
2.63E-05,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,0.2633
2.90E-05,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,0.2897
3.19E-05,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,0.3186
3.51E-05,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,0.3505
3.86E-05,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,0.3855
4.24E-05,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,0.4241
4.67E-05,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,0.4665
5.13E-05,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,0.5132
5.65E-05,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,0.5645
6.21E-05,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,0.6209
6.83E-05,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,0.683
7.51E-05,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,0.7513
8.26E-05,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,0.8264
9.09E-05,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,0.9091
0.0001,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,1
0.00011,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,1.1
0.000121,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,1.21
0.0001331,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,1.331
0.00014641,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,1.4641
0.00016105,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,1.6105
0.00017716,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,1.7716
0.00019487,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,1.9487
0.00021436,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,2.1436
0.00023579,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,2.3579
0.00025937,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,2.5937
0.00028531,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,2.8531
0.00031384,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,3.1384
0.00034523,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,3.4523
0.00037975,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,3.7975
0.00041772,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,4.1772
0.0004595,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,4.595
0.00050545,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,5.0545
0.00055599,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,5.5599
0.00061159,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,6.1159
0.00067275,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,6.7275
0.00074002,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,7.4002
0.00081403,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,8.1403
0.00089543,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,8.9543
0.00098497,27.71428571,27.75,27.75,27.75,Gp6,period_data_Gp6.csv,0,0,0,0,9.8497
0.01972642,,,,,K1,period_data_K1.csv,,,,,0.101525579
0.02169907,,,,,K1,period_data_K1.csv,,,,,0.111678178
0.02386897,,,,,K1,period_data_K1.csv,,,,,0.12284596
0.02625587,,,,,K1,period_data_K1.csv,,,,,0.135130571
0.02888146,,,,,K1,period_data_K1.csv,,,,,0.148643644
0.0317696,,,,,K1,period_data_K1.csv,,,,,0.163507977
0.03494656,,,,,K1,period_data_K1.csv,,,,,0.179858775
0.03844122,,,,,K1,period_data_K1.csv,,,,,0.197844673
0.04228534,,,,,K1,period_data_K1.csv,,,,,0.21762913
0.04651388,,,,,K1,period_data_K1.csv,,,,,0.239392074
0.05116526,,,,,K1,period_data_K1.csv,,,,,0.26333124
0.05628179,,,,,K1,period_data_K1.csv,,,,,0.289664385
0.06190997,,,,,K1,period_data_K1.csv,,,,,0.318630829
0.06810096,,,,,K1,period_data_K1.csv,,,,,0.350493875
0.07491106,24.66666667,24.75,24.625,24.625,K1,period_data_K1.csv,-3.047619048,-3,-3.125,-3.125,0.385543284
0.08240217,24.44444444,24.55555556,24.5,24.5,K1,period_data_K1.csv,-3.26984127,-3.194444444,-3.25,-3.25,0.424097633
0.09064238,24.55555556,24.55555556,24.625,24.5,K1,period_data_K1.csv,-3.158730159,-3.194444444,-3.125,-3.25,0.46650736
0.09970662,25,25,25,25,K1,period_data_K1.csv,-2.714285714,-2.75,-2.75,-2.75,0.513158106
0.10967728,25.5,25.375,25.5,25.375,K1,period_data_K1.csv,-2.214285714,-2.375,-2.25,-2.375,0.564473906
0.12064501,25.875,25.875,26,26,K1,period_data_K1.csv,-1.839285714,-1.875,-1.75,-1.75,0.620921307
0.13270951,26.25,26.25,26.375,26.375,K1,period_data_K1.csv,-1.464285714,-1.5,-1.375,-1.375,0.683013433
0.14598047,26.75,26.71428571,26.75,26.75,K1,period_data_K1.csv,-0.964285714,-1.035714286,-1,-1,0.751314822
0.16057851,27,27,27.125,27.125,K1,period_data_K1.csv,-0.714285714,-0.75,-0.625,-0.625,0.826446269
0.17663636,27.57142857,27.375,27.5,27.5,K1,period_data_K1.csv,-0.142857143,-0.375,-0.25,-0.25,0.90909089
0.1943,27.71428571,27.75,27.75,27.75,K1,period_data_K1.csv,0,0,0,0,1
0.1943,27.71428571,27.75,27.75,27.75,K1,period_data_K1.csv,0,0,0,0,1
0.21373,28,28,28,28,K1,period_data_K1.csv,0.285714286,0.25,0.25,0.25,1.1
0.235103,28.28571429,28.375,28.28571429,28.375,K1,period_data_K1.csv,0.571428571,0.625,0.535714286,0.625,1.21
0.2586133,28.57142857,28.625,28.57142857,28.625,K1,period_data_K1.csv,0.857142857,0.875,0.821428571,0.875,1.331
0.28447463,29,29,29,28.875,K1,period_data_K1.csv,1.285714286,1.25,1.25,1.125,1.4641
0.31292209,29.28571429,29.28571429,29.28571429,29.28571429,K1,period_data_K1.csv,1.571428571,1.535714286,1.535714286,1.535714286,1.610509985
0.3442143,29.71428571,29.57142857,29.71428571,29.57142857,K1,period_data_K1.csv,2,1.821428571,1.964285714,1.821428571,1.771560988
0.37863573,30.16666667,30,30.14285714,30.14285714,K1,period_data_K1.csv,2.452380952,2.25,2.392857143,2.392857143,1.948717087
0.41649931,30.57142857,30.57142857,30.5,30.57142857,K1,period_data_K1.csv,2.857142857,2.821428571,2.75,2.821428571,2.143588832
0.45814924,31.14285714,31.16666667,31.16666667,31.16666667,K1,period_data_K1.csv,3.428571429,3.416666667,3.416666667,3.416666667,2.35794771
0.50396416,32,31.83333333,32,31.85714286,K1,period_data_K1.csv,4.285714286,4.083333333,4.25,4.107142857,2.59374246
0.55436058,32.66666667,32.71428571,32.66666667,32.66666667,K1,period_data_K1.csv,4.952380952,4.964285714,4.916666667,4.916666667,2.853116727
0.60979663,33.66666667,33.83333333,33.66666667,33.66666667,K1,period_data_K1.csv,5.952380952,6.083333333,5.916666667,5.916666667,3.138428358
0.6707763,34.66666667,34.83333333,34.8,34.8,K1,period_data_K1.csv,6.952380952,7.083333333,7.05,7.05,3.45227123
0.73785393,35.66666667,35.8,35.83333333,35.83333333,K1,period_data_K1.csv,7.952380952,8.05,8.083333333,8.083333333,3.797498353
0.81163932,36.4,36.33333333,36.33333333,36.33333333,K1,period_data_K1.csv,8.685714286,8.583333333,8.583333333,8.583333333,4.177248173
0.89280325,,,,,K1,period_data_K1.csv,,,,,4.59497298
0.98208358,,,,,K1,period_data_K1.csv,,,,,5.054470304
1.08029193,,,,,K1,period_data_K1.csv,,,,,5.559917293
1.18832113,,,,,K1,period_data_K1.csv,,,,,6.115909058
1.30715324,,,,,K1,period_data_K1.csv,,,,,6.727499949
1.43786856,,,,,K1,period_data_K1.csv,,,,,7.400249923
1.58165542,,,,,K1,period_data_K1.csv,,,,,8.140274936
1.73982096,,,,,K1,period_data_K1.csv,,,,,8.954302419
1.91380306,,,,,K1,period_data_K1.csv,,,,,9.849732681
0.12070378,,,,,K10,period_data_K10.csv,,,,,0.101525595
0.13277416,,,,,K10,period_data_K10.csv,,,,,0.111678156
0.14605158,,,,,K10,period_data_K10.csv,,,,,0.122845975
0.16065674,,,,,K10,period_data_K10.csv,,,,,0.135130574
0.17672241,,,,,K10,period_data_K10.csv,,,,,0.148643629
0.19439465,,,,,K10,period_data_K10.csv,,,,,0.163507991
0.21383412,,,,,K10,period_data_K10.csv,,,,,0.179858794
0.23521753,,,,,K10,period_data_K10.csv,,,,,0.197844672
0.25873928,,,,,K10,period_data_K10.csv,,,,,0.217629136
0.28461321,,,,,K10,period_data_K10.csv,,,,,0.239392051
0.31307453,,,,,K10,period_data_K10.csv,,,,,0.263331256
0.34438198,,,,,K10,period_data_K10.csv,,,,,0.289664379
0.37882018,,,,,K10,period_data_K10.csv,,,,,0.318630818
0.4167022,,,,,K10,period_data_K10.csv,,,,,0.350493902
0.45837242,25,24.875,25,,K10,period_data_K10.csv,-2.714285714,-2.875,-2.75,,0.385543292
0.50420966,24.66666667,24.66666667,24.625,24.625,K10,period_data_K10.csv,-3.047619048,-3.083333333,-3.125,-3.125,0.42409762
0.55463062,24.44444444,24.55555556,24.5,24.55555556,K10,period_data_K10.csv,-3.26984127,-3.194444444,-3.25,-3.194444444,0.466507377
0.61009369,24.77777778,24.88888889,24.75,24.75,K10,period_data_K10.csv,-2.936507937,-2.861111111,-3,-3,0.513158121
0.67110306,25.33333333,25.375,25.375,25.25,K10,period_data_K10.csv,-2.380952381,-2.375,-2.375,-2.5,0.564473934
0.73821336,25.875,25.875,25.75,25.75,K10,period_data_K10.csv,-1.839285714,-1.875,-2,-2,0.620921322
0.8120347,26.25,26.25,26.125,26.25,K10,period_data_K10.csv,-1.464285714,-1.5,-1.625,-1.5,0.683013458
0.89323817,26.625,26.625,26.625,26.57142857,K10,period_data_K10.csv,-1.089285714,-1.125,-1.125,-1.178571429,0.751314804
0.98256198,27,27,27,27,K10,period_data_K10.csv,-0.714285714,-0.75,-0.75,-0.75,0.826446278
1.08081818,27.42857143,27.375,27.375,27.375,K10,period_data_K10.csv,-0.285714286,-0.375,-0.375,-0.375,0.909090908
1.1889,27.71428571,27.75,27.75,27.75,K10,period_data_K10.csv,0,0,0,0,1
1.30779,28.14285714,28.125,28.14285714,28.125,K10,period_data_K10.csv,0.428571429,0.375,0.392857143,0.375,1.1
1.438569,28.375,28.375,28.42857143,28.42857143,K10,period_data_K10.csv,0.660714286,0.625,0.678571429,0.678571429,1.21
1.5824259,28.875,28.71428571,28.85714286,28.71428571,K10,period_data_K10.csv,1.160714286,0.964285714,1.107142857,0.964285714,1.331
1.74066849,29.14285714,29.14285714,29.14285714,29,K10,period_data_K10.csv,1.428571429,1.392857143,1.392857143,1.25,1.4641
1.91473534,29.42857143,29.42857143,29.42857143,29.57142857,K10,period_data_K10.csv,1.714285714,1.678571429,1.678571429,1.821428571,1.610510001
2.10620887,29.71428571,29.85714286,29.83333333,29.71428571,K10,period_data_K10.csv,2,2.107142857,2.083333333,1.964285714,1.771560998
2.31682976,30,30.14285714,30,30,K10,period_data_K10.csv,2.285714286,2.392857143,2.25,2.25,1.9487171
2.54851274,30.42857143,30.5,30.42857143,30.42857143,K10,period_data_K10.csv,2.714285714,2.75,2.678571429,2.678571429,2.143588813
2.80336401,30.71428571,30.66666667,30.71428571,30.71428571,K10,period_data_K10.csv,3,2.916666667,2.964285714,2.964285714,2.357947691
3.08370041,31,31,31,31,K10,period_data_K10.csv,3.285714286,3.25,3.25,3.25,2.593742459
3.39207045,31.33333333,31.28571429,31.28571429,31.28571429,K10,period_data_K10.csv,3.619047619,3.535714286,3.535714286,3.535714286,2.853116705
3.7312775,31.5,31.57142857,31.42857143,31.57142857,K10,period_data_K10.csv,3.785714286,3.821428571,3.678571429,3.821428571,3.138428379
4.10440525,31.83333333,31.71428571,31.71428571,31.85714286,K10,period_data_K10.csv,4.119047619,3.964285714,3.964285714,4.107142857,3.452271217
4.51484577,32,32,32,32,K10,period_data_K10.csv,4.285714286,4.25,4.25,4.25,3.797498335
4.96633035,32.33333333,32.28571429,32.16666667,32.16666667,K10,period_data_K10.csv,4.619047619,4.535714286,4.416666667,4.416666667,4.177248171
5.46296338,32.5,32.57142857,32.5,32.5,K10,period_data_K10.csv,4.785714286,4.821428571,4.75,4.75,4.594972983
6.00925972,32.66666667,32.66666667,32.66666667,32.66666667,K10,period_data_K10.csv,4.952380952,4.916666667,4.916666667,4.916666667,5.054470283
6.61018569,32.85714286,32.83333333,32.83333333,32.83333333,K10,period_data_K10.csv,5.142857143,5.083333333,5.083333333,5.083333333,5.55991731
7.27120426,33,33,33,33.16666667,K10,period_data_K10.csv,5.285714286,5.25,5.25,5.416666667,6.115909042
7.99832469,33.14285714,33.16666667,33.16666667,33.16666667,K10,period_data_K10.csv,5.428571429,5.416666667,5.416666667,5.416666667,6.72749995
8.79815716,33.28571429,33.33333333,33.33333333,33.16666667,K10,period_data_K10.csv,5.571428571,5.583333333,5.583333333,5.416666667,7.400249945
9.67797287,33.5,33.33333333,33.33333333,33.5,K10,period_data_K10.csv,5.785714286,5.583333333,5.583333333,5.75,8.140274935
10.64577016,33.5,33.5,33.5,33.66666667,K10,period_data_K10.csv,5.785714286,5.75,5.75,5.916666667,8.954302431
11.71034718,33.5,33.66666667,33.66666667,33.66666667,K10,period_data_K10.csv,5.785714286,5.916666667,5.916666667,5.916666667,9.849732677
0.0337268,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.101525587
0.03709948,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.111678146
0.04080943,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.122845966
0.04489038,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.135130584
0.04937941,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.148643618
0.05431735,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.163507977
0.05974909,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.17985879
0.065724,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.197844672
0.0722964,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.217629139
0.07952604,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.239392053
0.08747864,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.263331246
0.09622651,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.289664389
0.10584916,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.318630825
0.11643407,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.350493889
0.12807748,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.385543287
0.14088523,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.424097622
0.15497375,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.466507375
0.17047113,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.513158128
0.18751824,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.564473931
0.20627006,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.620921312
0.22689707,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.683013456
0.24958678,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.75131481
0.27454545,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.826446267
0.302,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,0.909090909
0.3322,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,1
0.36542,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,1.1
0.401962,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,1.21
0.4421582,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,1.331
0.48637402,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,1.4641
0.53501142,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,1.610509994
0.58851256,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,1.771560987
0.64736382,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,1.948717098
0.7121002,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,2.143588802
0.78331022,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,2.357947682
0.86164125,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,2.593742474
0.94780537,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,2.853116707
1.04258591,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,3.138428387
1.1468445,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,3.452271222
1.26152895,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,3.797498344
1.38768184,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,4.177248164
1.52645003,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,4.594972998
1.67909503,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,5.054470289
1.84700453,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,5.559917309
2.03170498,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,6.115909031
2.23487548,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,6.72749994
2.45836303,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,7.40024994
2.70419933,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,8.140274925
2.97461927,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,8.954302438
3.27208119,27.71428571,27.75,27.75,27.75,K11,period_data_K11.csv,0,0,0,0,9.849732661
0.08731201,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.101525593
0.09604322,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.111678163
0.10564754,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.122845977
0.11621229,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.13513057
0.12783352,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.148643628
0.14061687,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.163507988
0.15467856,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.179858791
0.17014642,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.197844674
0.18716106,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.21762914
0.20587716,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.239392047
0.22646488,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.263331256
0.24911137,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.289664384
0.2740225,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.318630814
0.30142475,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.350493895
0.33156723,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.385543291
0.36472395,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.424097616
0.40119635,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.466507384
0.44131598,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.513158116
0.48544758,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.56447393
0.53399234,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.620921326
0.58739157,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.683013453
0.64613073,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.751314802
0.7107438,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.826446279
0.78181818,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,0.909090907
0.86,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,1
0.946,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,1.1
1.0406,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,1.21
1.14466,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,1.331
1.259126,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,1.4641
1.3850386,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,1.61051
1.52354246,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,1.771561
1.67589671,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,1.948717105
1.84348638,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,2.143588814
2.02783501,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,2.357947686
2.23061852,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,2.593742465
2.45368037,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,2.853116709
2.6990484,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,3.138428372
2.96895324,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,3.452271209
3.26584857,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,3.797498337
3.59243343,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,4.177248174
3.95167677,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,4.594972988
4.34684445,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,5.054470291
4.78152889,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,5.559917314
5.25968178,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,6.115909047
5.78564996,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,6.727499953
6.36421495,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,7.400249942
7.00063645,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,8.140274942
7.70070009,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,8.95430243
8.4707701,27.71428571,27.75,27.75,27.75,K12,period_data_K12.csv,0,0,0,0,9.849732674
0.1522884,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.1015256
0.16751724,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.11167816
0.18426896,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.122845973
0.20269586,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.135130573
0.22296544,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.148643627
0.24526199,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.163507993
0.26978818,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.179858787
0.296767,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.197844667
0.3264437,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.217629133
0.35908807,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.239392047
0.39499688,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.263331253
0.43449657,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.28966438
0.47794623,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.31863082
0.52574085,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.3504939
0.57831493,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.385543287
0.63614643,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.42409762
0.69976107,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.46650738
0.76973718,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.51315812
0.8467109,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.564473933
0.93138198,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.62092132
1.02452018,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.683013453
1.1269722,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.7513148
1.23966942,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.82644628
1.36363636,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,0.909090907
1.5,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,1
1.65,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,1.1
1.815,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,1.21
1.9965,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,1.331
2.19615,27.71428571,27.75,27.75,27.75,K14,period_data_K14.csv,0,0,0,0,1.4641
